playerShort,birthday,height,weight,position,photoID,rater1,rater2
cesc-fabregas,04.05.1987,179.0,75.0,Center Midfielder,23019.jpg,0.25,0.25
chahir-belghazouani,06.10.1986,180.0,68.0,Attacking Midfielder,59944.jpg,0.5,0.5
charles-kabore,09.02.1988,181.0,75.0,Defensive Midfielder,88231.jpg,1.0,1.0
charles-nzogbia,28.05.1986,170.0,70.0,Left Midfielder,25669.jpg,1.0,1.0
charlie-adam,10.12.1985,185.0,83.0,Center Midfielder,,,
charlie-took,25.05.1993,184.0,78.0,,219716.jpg,0.75,0.75
charlison-benschop,21.08.1989,191.0,90.0,Attacking Midfielder,127638.jpg,0.75,0.75
cheick-diabate,25.04.1988,194.0,84.0,Center Forward,38997.jpg,0.75,0.75
cheick-diarra,11.02.1992,176.0,79.0,Attacking Midfielder,,,
cheik-tiote,21.06.1986,180.0,76.0,Defensive Midfielder,40100.jpg,1.0,1.0
cheikh-mbengue,23.07.1988,182.0,72.0,Left Fullback,,,
cheikh-ndiaye,15.02.1985,191.0,80.0,Goalkeeper,42421.jpg,0.75,0.75
chinedu-ede,05.02.1987,178.0,83.0,Left Winger,36325.jpg,0.5,0.5
chinedu-obasi,01.06.1986,188.0,79.0,Right Winger,32679.jpg,1.0,1.0
chris,25.08.1978,185.0,79.0,Center Back,7897.jpg,0.25,0.25
chris-baird,25.02.1982,186.0,77.0,Defensive Midfielder,8252.jpg,0.0,0.0
chris-brunt,14.12.1984,185.0,74.0,,33783.jpg,0.0,0.25
chris-gadi,09.04.1992,177.0,65.0,,198695.jpg,0.75,1.0
chris-gunter,21.07.1989,180.0,71.0,Right Fullback,60027.jpg,0.25,0.0
chris-herd,04.04.1989,173.0,71.0,Center Midfielder,,,
chris-loewe,16.04.1989,175.0,65.0,Left Fullback,93024.jpg,0.0,0.0
chris-martin,04.11.1988,178.0,73.0,Center Forward,,,
chris-mavinga,26.05.1991,182.0,,Center Back,167874.jpg,1.0,1.0
chris-smalling,22.11.1989,193.0,90.0,Center Back,142985.jpg,0.5,0.5
christian-benteke,03.12.1990,190.0,83.0,Center Forward,107544.jpg,0.75,0.75
christian-fuchs,07.04.1986,186.0,84.0,Left Fullback,14485.jpg,0.0,0.0
christian-gentner,14.08.1985,189.0,80.0,Defensive Midfielder,23983.jpg,0.0,0.0
christian-guenter,28.02.1993,184.0,81.0,Left Fullback,173585.jpg,0.0,0.0
christian-lell,29.08.1984,180.0,80.0,Right Fullback,8945.jpg,0.25,0.25
christian-noergaard,10.03.1994,186.0,75.0,Attacking Midfielder,197920.jpg,0.0,0.25
christian-pander,28.08.1983,186.0,80.0,Left Fullback,6591.jpg,0.25,0.25
christian-schulz,01.04.1983,185.0,80.0,Center Back,2151.jpg,0.0,0.25
christian-stuani,12.10.1986,186.0,77.0,Center Forward,95695.jpg,0.25,0.25
christian-traesch,01.09.1987,180.0,75.0,Defensive Midfielder,44414.jpg,0.25,0.25
christian-vander,24.10.1980,195.0,90.0,Goalkeeper,329.jpg,0.25,0.25
christian-wetklo,11.01.1980,190.0,90.0,Goalkeeper,867.jpg,0.0,0.25
christofer-heimeroth,01.08.1981,194.0,91.0,Goalkeeper,2117.jpg,0.0,0.25
christoph-metzelder,05.11.1980,194.0,92.0,Center Back,63.jpg,0.0,0.25
christophe-jallet,31.10.1983,178.0,65.0,Right Fullback,52335.jpg,0.25,0.25
christophe-vincent,08.11.1992,178.0,74.0,Defensive Midfielder,,,
christopher-glombard,05.07.1989,178.0,74.0,,,,
christopher-noethe,03.01.1988,184.0,75.0,Center Forward,77815.jpg,0.0,0.0
chu-young-park,10.07.1985,183.0,70.0,Center Forward,49226.jpg,0.25,0.5
ciaran-clark,26.09.1989,188.0,76.0,Center Back,,,
cicinho_2,04.08.1986,173.0,63.0,Right Fullback,142125.jpg,0.0,0.0
cimo-roecker,21.01.1994,186.0,77.0,Right Midfielder,176747.jpg,0.0,0.0
ciprian-marica,02.10.1985,185.0,80.0,Right Winger,15752.jpg,0.0,0.25
cisma,09.02.1982,184.0,76.0,Left Fullback,60640.jpg,0.25,0.0
clarck-nsikulu,10.07.1992,178.0,72.0,,,,
claudio-bravo,13.04.1983,185.0,84.0,Goalkeeper,22943.jpg,0.25,0.25
claudio-pizarro,03.10.1978,184.0,84.0,Center Forward,272.jpg,0.25,0.25
claudio-yacob,18.07.1987,181.0,73.0,Defensive Midfielder,,,
clemens-fritz,07.12.1980,183.0,81.0,Right Fullback,964.jpg,0.25,0.25
clement-chantome,11.09.1987,179.0,71.0,Defensive Midfielder,57600.jpg,0.25,0.25
clement-grenier,07.01.1991,186.0,72.0,Right Midfielder,150275.jpg,0.0,0.0
clint-dempsey,09.03.1983,185.0,77.0,Attacking Midfielder,27032.jpg,0.0,0.25
clint-hill,19.10.1978,183.0,73.0,Center Back,,,
clinton-njie,15.08.1993,175.0,68.0,,,,
coke,26.04.1987,176.0,70.0,Right Fullback,125838.jpg,0.0,0.25
connor-wickham,31.03.1993,193.0,73.0,Center Forward,,,
conor-coady,25.02.1993,185.0,73.0,,,,
conor-mcaleny,12.08.1992,,,,,,
constant-djakpa,17.10.1986,177.0,71.0,Left Fullback,92389.jpg,1.0,1.0
corby-moore,21.11.1993,,,,,,
costel-pantilimon,01.02.1987,203.0,96.0,Goalkeeper,58055.jpg,0.0,0.25
craig-dawson,06.05.1990,188.0,85.0,Center Back,,,
craig-gardner,25.11.1986,178.0,76.0,Right Midfielder,42292.jpg,0.0,0.25
craig-lynch,25.03.1992,183.0,,Center Forward,,,
cristian-alvarez_3,13.11.1985,186.0,88.0,Goalkeeper,43863.jpg,0.25,0.25
cristian-bustos,29.05.1983,177.0,73.0,Defensive Midfielder,94853.jpg,0.25,0.5
cristian-gomez_3,27.07.1989,186.0,80.0,Center Midfielder,,,
cristian-molinaro,30.07.1983,178.0,72.0,Left Fullback,38715.jpg,0.25,0.25
cristian-rodriguez,30.09.1985,178.0,81.0,Left Midfielder,23017.jpg,0.25,0.25
cristian-spunaru,05.04.1984,187.0,81.0,Right Fullback,52155.jpg,0.0,0.25
cristian-tello,11.08.1991,178.0,65.0,Left Winger,171901.jpg,0.25,0.25
cristiano-ronaldo,05.02.1985,185.0,80.0,Left Winger,13029.jpg,0.25,0.25
crusat,13.05.1982,165.0,65.0,Left Midfielder,60638.jpg,0.0,0.0
cuellar,23.08.1981,190.0,84.0,Center Back,14063.jpg,0.25,0.25
curtis-good,23.03.1993,187.0,85.0,Center Back,,,
cyril-hennion,03.01.1992,,,,,,
cyril-jeunechamp,18.12.1975,177.0,68.0,Left Fullback,11322.jpg,0.0,0.0
dalmau_2,16.03.1992,178.0,70.0,Right Fullback,180704.jpg,0.25,0.5
damia,15.04.1982,188.0,79.0,Right Fullback,26881.jpg,0.0,0.0
damian-martinez_2,02.09.1992,193.0,,Goalkeeper,192464.jpg,0.25,0.25
damien-duff,02.03.1979,178.0,70.0,Left Winger,1183.jpg,0.0,0.0
damien-gregorini,02.03.1979,194.0,90.0,Goalkeeper,10946.jpg,0.0,0.0
damien-perquis,10.04.1984,184.0,78.0,Center Back,34977.jpg,0.0,0.0
damien-tiberi,23.08.1985,181.0,70.0,,,,
dan-gosling,02.02.1990,178.0,71.0,Defensive Midfielder,72159.jpg,0.0,0.0
dani-abalo,29.09.1987,174.0,68.0,Defensive Midfielder,69906.jpg,0.0,0.25
dani-alves,06.05.1983,173.0,64.0,Right Fullback,12541.jpg,0.5,0.25
dani-benitez,07.04.1987,181.0,68.0,,125170.jpg,0.25,0.25
dani-carvajal,11.01.1992,171.0,73.0,Right Fullback,191377.jpg,0.0,0.0
dani-estrada,03.01.1987,179.0,74.0,Right Midfielder,74531.jpg,0.25,0.25
dani-gimenez,30.06.1983,182.0,77.0,Goalkeeper,152958.jpg,0.0,0.0
dani-hernandez,21.10.1985,196.0,85.0,Goalkeeper,172766.jpg,0.25,0.25
dani-pacheco,05.01.1991,168.0,65.0,,158457.jpg,0.0,0.0
dani-schahin,09.07.1989,187.0,82.0,Center Forward,95750.jpg,0.25,0.5
daniel-agger,12.12.1984,187.0,75.0,Center Back,22143.jpg,0.25,0.25
daniel-baier,18.05.1984,174.0,73.0,Attacking Midfielder,9902.jpg,0.0,0.0
daniel-batz,12.01.1991,189.0,84.0,Goalkeeper,127667.jpg,0.0,0.0
daniel-braaten,25.05.1982,184.0,85.0,Right Winger,25243.jpg,0.5,0.5
daniel-caligiuri,15.01.1988,182.0,79.0,Attacking Midfielder,77824.jpg,0.25,0.25
daniel-congre,05.04.1985,184.0,79.0,Center Back,27311.jpg,0.25,0.5
daniel-didavi,21.02.1990,179.0,77.0,Left Midfielder,124026.jpg,0.5,0.75
daniel-potts,13.04.1994,172.0,,,,,
daniel-redmond,02.03.1991,175.0,,Left Fullback,,,
daniel-schwaab,23.08.1988,186.0,76.0,Right Fullback,57169.jpg,0.0,0.0
daniel-sturridge,01.09.1989,188.0,76.0,Center Forward,73785.jpg,0.75,0.75
daniel-van-buyten,07.02.1978,197.0,95.0,Center Back,1120.jpg,0.25,0.25
daniel-wass,31.05.1989,181.0,74.0,Right Fullback,100350.jpg,0.0,0.0
daniel-williams,08.03.1989,184.0,75.0,Defensive Midfielder,122012.jpg,0.5,0.5
danijel-aleksic,30.04.1991,181.0,77.0,Center Forward,93392.jpg,0.25,0.25
danny-butterfield,21.11.1979,175.0,73.0,,,,
danny-fox,29.05.1986,183.0,78.0,Left Fullback,,,
danny-guthrie,18.04.1987,175.0,73.0,,52362.jpg,0.0,0.0
danny-rose,02.07.1990,173.0,74.0,Left Fullback,60093.jpg,0.75,0.75
danny-seaborne,05.03.1987,183.0,75.0,,,,
danny-simpson,04.01.1987,173.0,74.0,,94442.jpg,0.25,0.5
danny-welbeck,26.11.1990,185.0,73.0,Center Forward,113762.jpg,0.75,1.0
danny-wilson_2,27.12.1991,187.0,,Center Back,156547.jpg,0.0,0.0
dante,18.10.1983,188.0,87.0,Center Back,19536.jpg,0.5,0.5
dario-cvitanich,16.05.1984,175.0,67.0,Center Forward,,,
dariusz-dudka,09.12.1983,183.0,80.0,Defensive Midfielder,25487.jpg,0.25,0.25
darren-bent,06.02.1984,180.0,73.0,Center Forward,29392.jpg,1.0,1.0
darren-fletcher,01.02.1984,183.0,83.0,Center Midfielder,8805.jpg,0.0,0.0
darron-gibson,25.10.1987,180.0,83.0,Attacking Midfielder,79347.jpg,0.25,0.5
darwin-machis,07.02.1993,174.0,70.0,,196751.jpg,0.5,0.75
david-abraham,15.07.1986,187.0,85.0,Center Back,68813.jpg,0.0,0.0
david-alaba,24.06.1992,180.0,75.0,Left Fullback,130402.jpg,0.75,0.75
david-bellion,27.11.1982,181.0,72.0,Center Forward,10841.jpg,0.5,0.5
david-cobeno,06.04.1982,189.0,82.0,Goalkeeper,46508.jpg,0.0,0.0
david-ducourtioux,11.04.1978,177.0,71.0,Right Fullback,49450.jpg,0.0,0.0
david-fox,13.12.1983,175.0,77.0,Center Midfielder,,,
david-gigliotti,30.05.1985,176.0,74.0,,26219.jpg,0.25,0.25
david-hoilett,05.06.1990,173.0,70.0,Right Midfielder,105818.jpg,0.75,1.0
david-jones,04.11.1984,180.0,66.0,Defensive Midfielder,33113.jpg,0.0,0.25
david-luiz,22.04.1987,185.0,73.0,Center Back,73764.jpg,0.0,0.0
david-meyler,29.05.1989,190.0,75.0,Center Midfielder,,,
david-navarro,25.05.1980,188.0,82.0,Center Back,3704.jpg,0.0,0.0
david-oberhauser,29.11.1989,183.0,75.0,,,,
david-ospina,31.08.1988,183.0,79.0,Goalkeeper,,,
david-rozehnal,05.07.1980,199.0,77.0,Center Back,10730.jpg,0.25,0.25
david-sauget,23.11.1979,175.0,69.0,Left Fullback,24157.jpg,0.0,0.0
david-silva_2,08.01.1986,170.0,67.0,Attacking Midfielder,24781.jpg,0.25,0.25
david-stockdale,28.09.1985,191.0,84.0,Goalkeeper,46957.jpg,0.0,0.0
david-vaughan,18.02.1983,170.0,70.0,,,,
david-villa,03.12.1981,175.0,69.0,Center Forward,11669.jpg,0.25,0.25
david-yelldell,01.10.1981,194.0,88.0,Goalkeeper,11967.jpg,0.75,0.75
davide-santon,02.01.1991,187.0,77.0,Left Fullback,123841.jpg,0.0,0.25
dawda-bah,12.11.1983,182.0,74.0,Left Winger,48747.jpg,1.0,1.0
de-gea,07.11.1990,190.0,82.0,Goalkeeper,148647.jpg,0.0,0.0
de-la-bella,02.12.1985,182.0,82.0,Left Fullback,126074.jpg,0.25,0.25
de-lucas,17.08.1978,175.0,68.0,Attacking Midfielder,10072.jpg,0.5,0.25
de-marcos,14.04.1989,180.0,76.0,Right Winger,135855.jpg,0.0,0.25
dean-parrett,16.11.1991,178.0,72.0,Center Midfielder,135611.jpg,0.0,0.25
dean-whitehead,12.01.1982,183.0,80.0,Attacking Midfielder,32989.jpg,0.0,0.25
declan-rudd,16.01.1991,191.0,85.0,,,,
dejan-lovren,05.07.1989,188.0,84.0,Center Back,38683.jpg,0.0,0.0
demba-ba,25.05.1985,190.0,82.0,Center Forward,55227.jpg,1.0,1.0
denis-cheryshev,26.12.1990,179.0,74.0,,218479.jpg,0.0,0.0
denis-suarez,06.01.1994,181.0,,Center Midfielder,200516.jpg,0.0,0.0
dennis-aogo,14.01.1987,184.0,85.0,Left Fullback,26844.jpg,0.5,0.5
dennis-diekmeier,20.10.1989,188.0,79.0,Right Fullback,97251.jpg,0.25,0.25
derrick-williams,17.01.1993,,,,,,
diacko-fofana,29.07.1994,175.0,71.0,,,,
diallo-guidileye,30.12.1989,181.0,76.0,,,,
didier-digard,12.07.1986,184.0,81.0,Defensive Midfielder,59998.jpg,0.0,0.0
didier-ovono-ebang,23.01.1983,186.0,82.0,Goalkeeper,,,
didier-ya-konan,22.05.1984,174.0,74.0,Center Forward,80736.jpg,1.0,1.0
diego,28.02.1985,173.0,73.0,Attacking Midfielder,14629.jpg,0.25,0.25
diego-alves,24.06.1985,188.0,85.0,Goalkeeper,73068.jpg,0.25,0.5
diego-benaglio,08.09.1983,194.0,89.0,Goalkeeper,2139.jpg,0.25,0.25
diego-buonanotte,19.04.1988,161.0,60.0,Attacking Midfielder,100557.jpg,0.25,0.25
diego-castro,02.07.1982,174.0,67.0,Left Winger,41844.jpg,0.25,0.25
diego-colotto,10.03.1981,184.0,83.0,Center Back,75852.jpg,0.25,0.25
diego-contento,01.05.1990,177.0,74.0,Left Fullback,97322.jpg,0.25,0.25
diego-costa,07.10.1988,189.0,81.0,Center Forward,73586.jpg,0.25,0.25
diego-godin,16.02.1986,185.0,75.0,Center Back,44642.jpg,0.25,0.25
diego-ifran,08.06.1987,174.0,76.0,Center Forward,115058.jpg,0.25,0.5
diego-lopez,03.11.1981,196.0,89.0,Goalkeeper,38479.jpg,0.0,0.25
diego-lugano,02.11.1980,188.0,88.0,Center Back,27519.jpg,0.25,0.25
diego-perotti,26.07.1988,179.0,77.0,Right Midfielder,94834.jpg,0.25,0.25
diego-seoane_2,26.04.1988,180.0,75.0,Left Fullback,160703.jpg,0.0,0.25
diego_15,09.03.1988,175.0,72.0,Left Midfielder,,,
dimitar-berbatov,30.01.1981,188.0,79.0,Center Forward,448.jpg,0.25,0.25
dimitri-foulquier,23.03.1993,183.0,77.0,Right Fullback,185553.jpg,0.75,0.75
dimitri-payet,29.03.1987,174.0,70.0,Right Midfielder,42192.jpg,0.5,0.5
diogo-salomao,14.09.1988,175.0,70.0,,166909.jpg,0.5,0.5
djakaridja-kone,22.07.1986,183.0,80.0,Defensive Midfielder,,,
djamel-bakar,06.04.1989,171.0,69.0,Right Winger,,,
djibril-cisse,12.08.1981,183.0,78.0,Center Forward,1158.jpg,1.0,1.0
djibril-sidibe_2,29.07.1992,182.0,71.0,Right Fullback,169809.jpg,0.75,0.75
djiby-fall,20.04.1985,187.0,75.0,Center Forward,53349.jpg,1.0,1.0
dominguez_4,16.05.1989,189.0,83.0,Left Fullback,123946.jpg,0.25,0.25
dominic-samuel,01.04.1994,182.0,,,,,
dominik-reinhardt,19.12.1984,188.0,78.0,Right Fullback,10140.jpg,0.0,0.0
dominique-agostini,28.09.1989,177.0,76.0,,,,
dong-won-ji,28.05.1991,187.0,78.0,Center Forward,,,
doni,22.10.1979,194.0,89.0,Goalkeeper,39964.jpg,0.25,0.25
dorado_2,10.07.1982,180.0,69.0,Left Fullback,126010.jpg,0.25,0.25
dorge-kouemaha,28.06.1983,188.0,86.0,Center Forward,47128.jpg,0.75,1.0
du-ri-cha,25.07.1980,181.0,81.0,Right Fullback,1327.jpg,0.5,0.25
duda_2,27.06.1980,175.0,71.0,Left Midfielder,12525.jpg,0.25,0.25
dudu-aouate,17.10.1977,188.0,87.0,Goalkeeper,3826.jpg,0.25,0.25
dusan-djuric,16.09.1984,180.0,73.0,Attacking Midfielder,20822.jpg,0.25,0.25
dylan-tombides,08.03.1994,180.0,,Center Forward,,,
echaide,05.01.1988,179.0,78.0,Center Back,85705.jpg,0.0,0.0
eden-ben-basat,08.09.1986,185.0,69.0,Center Forward,,,
eden-hazard,07.01.1991,170.0,69.0,Right Winger,87809.jpg,0.25,0.25
edgar-prib,15.12.1989,180.0,77.0,Center Midfielder,111650.jpg,0.0,0.0
edin-dzeko,17.03.1986,193.0,84.0,Center Forward,16090.jpg,0.25,0.25
edouard-butin,13.06.1988,180.0,73.0,Center Forward,,,
edu-oriol,05.11.1986,176.0,72.0,Left Winger,154164.jpg,0.0,0.0
edu_4,30.11.1981,185.0,90.0,Center Forward,13994.jpg,0.0,0.0
eduardo_3,05.08.1980,178.0,68.0,Center Forward,,,
eirik-johansen,12.07.1992,200.0,95.0,Goalkeeper,,,
ekiza,06.03.1988,180.0,73.0,Center Back,179095.jpg,0.0,0.25
eliseu,01.10.1983,177.0,74.0,Left Midfielder,29219.jpg,0.75,0.75
eljero-elia,13.02.1987,176.0,77.0,Left Winger,29810.jpg,0.75,0.75
elkin-soto,04.08.1980,179.0,76.0,Defensive Midfielder,27792.jpg,0.0,0.0
elliott-bennett,18.12.1988,175.0,68.0,Right Midfielder,,,
elliott-ward,19.01.1985,185.0,83.0,Center Back,,,
eloge-enza-yamissi,23.01.1983,175.0,70.0,,,,
elustondo_2,18.03.1987,184.0,79.0,Defensive Midfielder,71155.jpg,0.0,0.0
emanuel-herrera,13.04.1987,186.0,,Center Forward,205511.jpg,0.0,0.0
emanuel-pogatetz,16.01.1983,189.0,90.0,Center Back,980.jpg,0.25,0.25
emiliano-armenteros,18.01.1986,179.0,78.0,Left Midfielder,68824.jpg,0.5,0.5
emir-spahic,18.08.1980,185.0,80.0,Center Back,14358.jpg,0.25,0.25
emmanuel-adebayor,26.02.1984,190.0,75.0,Center Forward,11663.jpg,1.0,1.0
emmanuel-mayuka,21.11.1990,176.0,71.0,,87068.jpg,0.75,1.0
emmanuel-riviere,03.03.1990,182.0,76.0,Center Forward,,,
emmerson-boyce,24.09.1979,183.0,78.0,Center Back,24548.jpg,1.0,1.0
emre-beloezoglu,07.09.1980,170.0,68.0,Center Midfielder,1509.jpg,0.25,0.25
emre-can,12.01.1994,184.0,82.0,Center Midfielder,173504.jpg,0.5,0.5
enda-stevens,09.07.1990,183.0,74.0,Left Fullback,148414.jpg,0.0,0.25
enzo-reale,07.10.1991,175.0,69.0,Right Midfielder,,,
eren-derdiyok,12.06.1988,190.0,83.0,Center Forward,74645.jpg,0.25,0.5
eric-abidal,11.09.1979,186.0,75.0,Left Fullback,11546.jpg,0.75,0.75
eric-bautheac,24.08.1987,168.0,65.0,Left Winger,,,
eric-lichaj,17.11.1988,183.0,82.0,,,,
eric-tie-bi,20.07.1990,189.0,,Defensive Midfielder,,,
erik-wille,28.03.1993,183.0,74.0,Center Back,173517.jpg,0.0,0.0
erwin-hoffer,14.04.1987,177.0,72.0,Center Forward,33157.jpg,0.0,0.25
etienne-capoue,11.07.1988,189.0,75.0,Defensive Midfielder,,,
etienne-didot,24.07.1983,175.0,65.0,Defensive Midfielder,11319.jpg,0.0,0.25
eugen-polanski,17.03.1986,183.0,73.0,Attacking Midfielder,29774.jpg,0.0,0.0
evaldo,18.03.1982,183.0,80.0,Left Fullback,26296.jpg,0.75,0.75
evans-nyarko,06.07.1992,182.0,79.0,Defensive Midfielder,,,
ever-banega,29.06.1988,174.0,71.0,Defensive Midfielder,68390.jpg,0.25,0.0
ezequiel-lavezzi,03.05.1985,173.0,71.0,Center Forward,69169.jpg,0.25,0.25
ezequiel_3,12.01.1991,169.0,59.0,Left Midfielder,167987.jpg,0.25,0.25
fabian-delph,21.11.1989,174.0,60.0,Left Midfielder,,,
fabian-giefer,17.05.1990,196.0,93.0,Goalkeeper,97358.jpg,0.0,0.0
fabian-johnson,11.12.1987,178.0,64.0,Left Fullback,27881.jpg,0.25,0.25
fabian-orellana,27.01.1986,169.0,70.0,Right Winger,75093.jpg,0.5,0.5
fabien-audard,28.03.1978,188.0,89.0,Goalkeeper,24064.jpg,0.0,0.25
fabien-camus,28.02.1985,176.0,68.0,Left Midfielder,21524.jpg,0.25,0.25
fabien-dao-castellana,28.07.1993,169.0,61.0,Defensive Midfielder,,,
fabien-lemoine,16.03.1987,175.0,65.0,Defensive Midfielder,,,
fabien-robert,06.01.1989,174.0,66.0,Right Winger,,,
fabio-borini,23.03.1991,180.0,73.0,Center Forward,154356.jpg,0.0,0.25
fabio-coentrao,11.03.1988,179.0,70.0,Left Fullback,39572.jpg,0.5,0.25
fabio_13,09.07.1990,172.0,65.0,Left Fullback,104651.jpg,0.0,0.0
fabrice-abriel,06.07.1979,176.0,69.0,Right Midfielder,56600.jpg,0.5,0.5
fabrice-apruzesse,08.05.1985,169.0,65.0,Center Forward,,,
fabrice-begeorgi,20.04.1987,177.0,74.0,Right Fullback,42175.jpg,0.0,0.0
fabrice-ehret,28.09.1979,184.0,73.0,Left Midfielder,11405.jpg,0.0,0.25
fabrice-nsakala,21.07.1990,178.0,69.0,,,,
fabricio-coloccini,22.01.1982,183.0,76.0,Center Back,11952.jpg,0.25,0.25
fagner,11.06.1989,168.0,67.0,Right Fullback,70408.jpg,0.25,0.25
fahid-ben-khalfallah,09.10.1982,174.0,68.0,Right Midfielder,87985.jpg,0.5,0.5
fallou-diagne,14.08.1989,185.0,75.0,Center Back,135112.jpg,1.0,1.0
faouzi-ghoulam,01.02.1991,186.0,80.0,,,,
farinos,29.03.1978,173.0,66.0,Defensive Midfielder,,,
federico-bessone,23.01.1984,179.0,72.0,Left Fullback,,,
federico-fazio,17.03.1987,195.0,90.0,Center Back,73415.jpg,0.25,0.5
federico-macheda,22.08.1991,185.0,72.0,Center Forward,124356.jpg,0.0,0.0
felipe-saad,11.09.1983,187.0,83.0,,,,
felipe-santana,17.03.1986,194.0,80.0,Center Back,52740.jpg,0.75,0.75
felipe_19,15.05.1987,193.0,85.0,Center Back,113891.jpg,0.5,0.5
felix-klaus,13.09.1992,179.0,79.0,Right Midfielder,165597.jpg,0.0,0.0
felix-kroos,12.03.1991,184.0,70.0,Attacking Midfielder,97515.jpg,0.0,0.0
ferhan-hasani,18.06.1990,188.0,67.0,,170117.jpg,0.25,0.0
fernando-gago,10.04.1986,178.0,74.0,Defensive Midfielder,30303.jpg,0.25,0.25
fernando-navarro,25.06.1982,176.0,69.0,Left Fullback,3578.jpg,0.0,0.25
fernando-torres,20.03.1984,183.0,70.0,Center Forward,12258.jpg,0.0,0.25
fethi-harek,21.10.1982,175.0,61.0,,,,
filip-daems,31.10.1978,181.0,79.0,Left Fullback,16164.jpg,0.0,0.0
filip-malbasic,18.11.1992,,,Left Winger,171196.jpg,0.25,0.25
filip-orsula,25.02.1993,183.0,78.0,Center Forward,,,
florent-andre,06.06.1991,175.0,61.0,,,,
florent-balmont,02.02.1980,170.0,64.0,Defensive Midfielder,3920.jpg,0.0,0.0
florent-chaigneau,21.03.1984,197.0,94.0,,,,
florent-ghisolfi,28.02.1985,175.0,70.0,,,,
florent-malouda,13.06.1980,181.0,73.0,Left Winger,11638.jpg,0.5,0.75
florian-hartherz,29.05.1993,187.0,82.0,Left Fullback,174516.jpg,0.0,0.25
florian-jarjat,18.02.1980,181.0,74.0,,,,
florian-marange,03.03.1986,176.0,70.0,Left Fullback,29944.jpg,0.0,0.0
florian-raspentino,06.09.1989,179.0,,,193003.jpg,0.25,0.25
florian-thauvin,26.01.1993,170.0,70.0,,,,
floyd-ayite,15.12.1988,174.0,68.0,Right Midfielder,,,
fouad-rachid,15.11.1991,163.0,57.0,,,,
foued-kadir,05.12.1983,179.0,68.0,Attacking Midfielder,124805.jpg,0.25,0.25
fousseni-diawara,28.08.1980,183.0,71.0,,18905.jpg,0.75,1.0
fran-miranda,27.03.1988,189.0,84.0,Defensive Midfielder,,,
fran-rico,03.08.1987,178.0,71.0,,195538.jpg,0.0,0.0
francis-coquelin,13.05.1991,178.0,73.0,Defensive Midfielder,151536.jpg,0.5,0.5
franck-beria,23.05.1983,180.0,72.0,Right Fullback,11646.jpg,0.5,0.75
franck-ohandza,28.09.1991,179.0,71.0,,,,
franck-ribery,07.04.1983,170.0,72.0,Left Midfielder,22041.jpg,0.25,0.25
franck-signorino,19.09.1981,173.0,69.0,Left Fullback,11653.jpg,0.0,0.0
franck-tabanou,30.01.1989,178.0,70.0,Left Midfielder,,,
franco-di-santo,07.04.1989,194.0,78.0,Center Forward,75090.jpg,0.25,0.25
franco-vazquez,22.02.1989,187.0,81.0,Attacking Midfielder,188951.jpg,0.0,0.0
franco-zuculini,05.09.1990,174.0,69.0,Defensive Midfielder,111906.jpg,0.25,0.25
francois-clerc,18.04.1983,186.0,77.0,Right Fullback,24096.jpg,0.0,0.0
francois-marque,31.07.1983,187.0,85.0,Center Back,,,
frank-lampard,20.06.1978,183.0,77.0,Center Midfielder,8351.jpg,0.0,0.25
fraser-fyvie,27.03.1993,,,Center Midfielder,,,
frazer-richardson,29.10.1982,180.0,75.0,,,,
frazier-campbell,13.09.1987,172.0,82.0,Center Forward,92512.jpg,0.75,0.75
frederic-duplus,07.04.1990,175.0,66.0,Left Fullback,,,
frederic-piquionne,08.12.1978,188.0,77.0,Center Forward,11329.jpg,0.5,0.5
frederic-sammaritano,23.03.1986,162.0,61.0,,124957.jpg,0.25,0.25
gabi,10.07.1983,180.0,74.0,Defensive Midfielder,19313.jpg,0.0,0.0
gabriel-agbonlahor,13.10.1986,178.0,76.0,Right Winger,37124.jpg,0.5,0.5
gabriel-obertan,26.02.1989,186.0,79.0,Right Winger,59077.jpg,0.25,0.25
gabriel-tamas,09.11.1983,188.0,79.0,Center Back,12107.jpg,0.0,0.0
gabriel-torje,22.11.1989,167.0,64.0,Right Midfielder,58068.jpg,0.25,0.25
gael-angoula,18.07.1982,177.0,75.0,,,,
gael-bigirimana,22.10.1993,173.0,,,186569.jpg,0.75,0.75
gael-clichy,26.07.1985,176.0,72.0,Left Fullback,12518.jpg,0.5,0.5
gael-danic,19.11.1981,176.0,65.0,Left Midfielder,35259.jpg,0.0,0.0
gaetan-bong,25.04.1988,183.0,74.0,Left Fullback,42115.jpg,0.75,0.75
gaetan-charbonnier,27.12.1988,188.0,80.0,,150288.jpg,0.0,0.0
gaetan-courtet,22.02.1989,180.0,72.0,,,,
galan_5,17.06.1986,182.0,75.0,Right Fullback,152906.jpg,0.25,0.5
galvez_2,06.06.1989,188.0,79.0,Center Back,203536.jpg,0.25,0.25
garath-mccleary,15.05.1987,188.0,76.0,,,,
gareth-bale,16.07.1989,183.0,74.0,Left Winger,60075.jpg,0.25,0.25
gareth-barry,23.02.1981,184.0,78.0,Center Midfielder,9910.jpg,0.0,0.25
gareth-mcauley,05.12.1979,191.0,71.0,,,,
garra-dembele,21.02.1986,187.0,79.0,Center Forward,36815.jpg,1.0,1.0
garrido_2,15.03.1985,178.0,75.0,Left Fullback,25355.jpg,0.5,0.25
